epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,996.436,0.91579,0.78725,1.42804,0.97697,0.92683,0.96939,0.68722,1.06584,0.54355,1.74513,0.007822,0.007822,0.007822
24,1038.66,0.9072,0.78206,1.41763,0.98988,0.95425,0.97514,0.71524,1.01199,0.47987,1.70594,0.007723,0.007723,0.007723
25,1085.76,0.90575,0.7761,1.41594,0.99231,0.94411,0.97202,0.71047,1.02542,0.51563,1.71598,0.007624,0.007624,0.007624
26,1130.75,0.89114,0.76209,1.40605,0.97188,0.95366,0.97422,0.71251,1.02982,0.50518,1.7171,0.007525,0.007525,0.007525
27,1172.59,0.89739,0.76442,1.40612,0.98244,0.95505,0.97362,0.73605,0.94711,0.4786,1.6049,0.007426,0.007426,0.007426
28,1214.51,0.89446,0.75682,1.4022,0.98439,0.96098,0.97707,0.73404,0.93787,0.46473,1.63212,0.007327,0.007327,0.007327
29,1256.52,0.88555,0.75035,1.40045,0.9924,0.95587,0.97435,0.74293,0.8826,0.46102,1.60611,0.007228,0.007228,0.007228
30,1299.26,0.87219,0.7315,1.38439,0.98513,0.96942,0.976,0.72801,0.95665,0.45574,1.63977,0.007129,0.007129,0.007129
31,1341.2,0.87658,0.73413,1.38135,0.98521,0.97459,0.98484,0.73273,0.9869,0.43796,1.64621,0.00703,0.00703,0.00703
32,1383.23,0.86842,0.72668,1.37632,0.98759,0.97014,0.97656,0.73902,0.92098,0.45194,1.61389,0.006931,0.006931,0.006931
33,1425.61,0.86512,0.7175,1.37211,0.99387,0.97317,0.97606,0.76179,0.87398,0.4198,1.60993,0.006832,0.006832,0.006832
34,1467.81,0.86505,0.71866,1.36967,0.99252,0.97058,0.97677,0.72588,0.97493,0.43511,1.63793,0.006733,0.006733,0.006733
35,1509.73,0.86404,0.70381,1.37075,0.99254,0.9731,0.97753,0.74413,0.94138,0.44233,1.65656,0.006634,0.006634,0.006634
36,1552.15,0.8548,0.70381,1.36156,0.99003,0.96891,0.97562,0.73393,0.96925,0.4365,1.66743,0.006535,0.006535,0.006535
37,1594.06,0.85705,0.69969,1.35709,0.98955,0.97561,0.98002,0.73414,0.97285,0.43729,1.65111,0.006436,0.006436,0.006436
38,1635.76,0.84787,0.6853,1.35146,0.99373,0.96341,0.97534,0.76509,0.87329,0.41759,1.52753,0.006337,0.006337,0.006337
39,1677.98,0.83632,0.69165,1.34818,0.98916,0.9561,0.97355,0.73884,0.91462,0.46046,1.59683,0.006238,0.006238,0.006238
40,1720.43,0.83435,0.68439,1.34471,0.99251,0.9692,0.9767,0.75302,0.90789,0.41607,1.5627,0.006139,0.006139,0.006139
41,1762.69,0.83504,0.66953,1.3406,0.99502,0.97539,0.98295,0.77987,0.84045,0.38231,1.55035,0.00604,0.00604,0.00604
42,1805.29,0.83498,0.67383,1.34413,0.9901,0.97544,0.98402,0.75547,0.88327,0.38646,1.60005,0.005941,0.005941,0.005941
43,1847.91,0.82088,0.66377,1.33303,0.98941,0.97073,0.97861,0.76495,0.87099,0.41026,1.56015,0.005842,0.005842,0.005842
44,1890.37,0.82834,0.66701,1.33619,0.9975,0.97392,0.98334,0.75807,0.90424,0.39863,1.56968,0.005743,0.005743,0.005743
45,1932.57,0.8251,0.66564,1.33151,0.99214,0.97317,0.98154,0.75156,0.87931,0.39154,1.5367,0.005644,0.005644,0.005644
46,1975.1,0.8282,0.65814,1.32998,0.9975,0.97302,0.98026,0.76464,0.91231,0.39688,1.56966,0.005545,0.005545,0.005545
47,2017.56,0.81246,0.64632,1.32202,0.99747,0.96088,0.97681,0.75493,0.90137,0.40352,1.58356,0.005446,0.005446,0.005446
48,2060.35,0.82442,0.65643,1.33259,0.9975,0.9727,0.97669,0.76373,0.85156,0.3946,1.54203,0.005347,0.005347,0.005347
49,2103.02,0.81839,0.65127,1.32765,0.99255,0.97464,0.98136,0.76695,0.86779,0.37996,1.54068,0.005248,0.005248,0.005248
50,2145.41,0.8131,0.64159,1.32209,0.99749,0.97061,0.9796,0.76184,0.87747,0.37931,1.54628,0.005149,0.005149,0.005149
51,2187.94,0.8094,0.63686,1.31886,0.99694,0.97317,0.98433,0.76471,0.87083,0.37615,1.55188,0.00505,0.00505,0.00505
52,2230.79,0.80619,0.63327,1.31607,0.99414,0.97317,0.98079,0.76947,0.87821,0.37524,1.56531,0.004951,0.004951,0.004951
53,2275.02,0.8058,0.63181,1.31386,0.98768,0.97791,0.97878,0.78701,0.82404,0.37407,1.49418,0.004852,0.004852,0.004852
54,2321.28,0.80102,0.63212,1.31158,0.99502,0.97433,0.98153,0.77083,0.83952,0.36667,1.49869,0.004753,0.004753,0.004753
55,2364.04,0.7936,0.61837,1.30349,0.99562,0.97073,0.98079,0.76382,0.87016,0.36721,1.53876,0.004654,0.004654,0.004654
56,2407.39,0.79317,0.62889,1.30092,0.99497,0.97561,0.98563,0.78095,0.85664,0.36547,1.52583,0.004555,0.004555,0.004555
57,2450.5,0.78341,0.61423,1.29526,0.9924,0.97805,0.98004,0.77729,0.84073,0.35948,1.5289,0.004456,0.004456,0.004456
58,2493.54,0.78586,0.60931,1.29389,0.99257,0.97755,0.98285,0.77947,0.84205,0.35274,1.53975,0.004357,0.004357,0.004357
59,2536.58,0.78803,0.60198,1.29433,0.99611,0.97561,0.98463,0.77965,0.83705,0.3443,1.50512,0.004258,0.004258,0.004258
60,2580.13,0.7812,0.6088,1.29319,0.99212,0.97805,0.98511,0.77355,0.86073,0.35371,1.53961,0.004159,0.004159,0.004159
61,2623.65,0.78484,0.59792,1.29622,0.9975,0.97272,0.98598,0.7746,0.83188,0.35422,1.51557,0.00406,0.00406,0.00406
62,2666.48,0.77832,0.60085,1.28915,0.99211,0.97805,0.98497,0.77582,0.84594,0.35799,1.50948,0.003961,0.003961,0.003961
63,2709.57,0.77189,0.59555,1.28515,0.99257,0.97714,0.98325,0.77323,0.84974,0.3543,1.50947,0.003862,0.003862,0.003862
64,2753.11,0.77108,0.59747,1.28729,0.99257,0.97742,0.98352,0.77731,0.84096,0.34875,1.51291,0.003763,0.003763,0.003763
65,2795.98,0.76762,0.59141,1.27784,0.9945,0.97805,0.98384,0.78743,0.82554,0.34413,1.51015,0.003664,0.003664,0.003664
66,2838.9,0.76042,0.5857,1.27449,0.99419,0.97805,0.98509,0.78824,0.81921,0.345,1.50762,0.003565,0.003565,0.003565
67,2884.72,0.76741,0.59075,1.28322,0.99269,0.97561,0.98666,0.78863,0.82404,0.34929,1.51267,0.003466,0.003466,0.003466
68,2925.42,0.76246,0.58659,1.27306,0.98989,0.97805,0.98701,0.78144,0.83184,0.34718,1.5292,0.003367,0.003367,0.003367
69,36.294,0.7446,0.56487,1.2597,0.99489,0.97317,0.9863,0.7814,0.8261,0.34544,1.61039,0.003268,0.003268,0.003268
70,69.0927,0.74696,0.56702,1.26218,0.99434,0.97561,0.98548,0.78373,0.82176,0.3449,1.59811,0.003169,0.003169,0.003169
71,102.43,0.74155,0.56017,1.26023,0.99502,0.97549,0.98466,0.78426,0.81437,0.34175,1.58612,0.00307,0.00307,0.00307
72,135.248,0.74293,0.55723,1.25858,0.99502,0.97544,0.98385,0.77942,0.81608,0.34376,1.58388,0.002971,0.002971,0.002971
73,168.204,0.73466,0.54994,1.25434,0.99416,0.97805,0.98329,0.78067,0.81525,0.34027,1.58951,0.002872,0.002872,0.002872
74,201.329,0.74014,0.55673,1.25743,0.99211,0.97805,0.98287,0.78389,0.8182,0.34079,1.59148,0.002773,0.002773,0.002773
75,234.517,0.72573,0.54878,1.24979,0.99256,0.97562,0.98263,0.7865,0.8116,0.33692,1.58865,0.002674,0.002674,0.002674
76,267.534,0.72986,0.54982,1.24825,0.99502,0.97555,0.98315,0.78722,0.80401,0.33675,1.58413,0.002575,0.002575,0.002575
77,301.051,0.73181,0.54762,1.24883,0.99502,0.97485,0.98293,0.78829,0.80827,0.33902,1.5769,0.002476,0.002476,0.002476
78,36.2062,0.69658,0.52439,1.22544,0.99145,0.97805,0.98308,0.7869,0.81085,0.34174,1.58227,0.002377,0.002377,0.002377
79,68.7772,0.70019,0.5253,1.22862,0.99214,0.97805,0.98284,0.78637,0.8085,0.34322,1.58377,0.002278,0.002278,0.002278
80,101.656,0.69752,0.51999,1.22773,0.9913,0.97805,0.98271,0.78674,0.80375,0.342,1.57967,0.002179,0.002179,0.002179
81,137.397,0.70127,0.51971,1.22882,0.99374,0.97805,0.98222,0.78627,0.79885,0.33958,1.57423,0.00208,0.00208,0.00208
82,174.041,0.69435,0.51405,1.22486,0.99414,0.97805,0.98219,0.78929,0.79458,0.3366,1.57354,0.001981,0.001981,0.001981
83,209.225,0.70317,0.52086,1.23069,0.99348,0.97805,0.98218,0.79101,0.79758,0.33547,1.57533,0.001882,0.001882,0.001882
84,244.253,0.69518,0.51645,1.22711,0.99257,0.97805,0.98239,0.79301,0.79558,0.33393,1.57782,0.001783,0.001783,0.001783
85,279.209,0.70497,0.52331,1.23107,0.99268,0.97805,0.98263,0.79073,0.79854,0.33243,1.58663,0.001684,0.001684,0.001684
86,315.103,0.7126,0.52609,1.23587,0.99425,0.97805,0.98278,0.78762,0.80221,0.33095,1.58968,0.001585,0.001585,0.001585
85,41.7677,0.66426,0.49832,1.20407,0.99305,0.97805,0.98241,0.79173,0.79783,0.33403,1.58321,0.001684,0.001684,0.001684
86,77.9026,0.66672,0.49897,1.20473,0.99399,0.97805,0.98225,0.79025,0.7988,0.3371,1.58964,0.001585,0.001585,0.001585
87,112.721,0.66789,0.49702,1.20755,0.99418,0.97805,0.98231,0.78885,0.80124,0.33818,1.59238,0.001486,0.001486,0.001486
88,153.454,0.67729,0.49883,1.21305,0.99419,0.97805,0.98242,0.78828,0.80329,0.3385,1.594,0.001387,0.001387,0.001387
89,188.467,0.67301,0.49539,1.20992,0.99404,0.97805,0.98262,0.78706,0.8026,0.33832,1.59625,0.001288,0.001288,0.001288
90,222.038,0.68773,0.50584,1.21934,0.994,0.97805,0.98254,0.78747,0.80382,0.33782,1.59702,0.001189,0.001189,0.001189
91,287.965,0.67825,0.38125,1.28392,0.99387,0.97805,0.98277,0.78973,0.79559,0.33316,1.57965,0.00109,0.00109,0.00109
92,321.234,0.65262,0.36772,1.25168,0.9932,0.97805,0.98277,0.79112,0.79077,0.32897,1.57262,0.000991,0.000991,0.000991
93,354.146,0.64084,0.36404,1.24771,0.99215,0.97805,0.98324,0.79259,0.78878,0.32726,1.56833,0.000892,0.000892,0.000892
94,387.278,0.63818,0.3537,1.23528,0.99214,0.97805,0.98335,0.79175,0.7903,0.32682,1.56602,0.000793,0.000793,0.000793
95,420.35,0.62863,0.35196,1.23354,0.99218,0.97805,0.98346,0.79143,0.79291,0.32796,1.56545,0.000694,0.000694,0.000694
96,453.313,0.62413,0.35291,1.22899,0.9922,0.97805,0.98326,0.79052,0.79493,0.32833,1.56613,0.000595,0.000595,0.000595
97,486.727,0.62273,0.35206,1.22486,0.9975,0.97494,0.98335,0.78945,0.79678,0.32852,1.56799,0.000496,0.000496,0.000496
98,520.095,0.61943,0.34585,1.22191,0.99751,0.97531,0.98334,0.78774,0.79918,0.32758,1.57111,0.000397,0.000397,0.000397
99,553.616,0.61249,0.34191,1.21769,0.9962,0.97561,0.98342,0.78924,0.79962,0.32766,1.57389,0.000298,0.000298,0.000298
100,587.019,0.61212,0.34017,1.21739,0.99629,0.97561,0.98482,0.78824,0.80093,0.32753,1.57785,0.000199,0.000199,0.000199
